,Title,Full_content,Date,Author,Source_link,Words_count,Negative_words,Positive_words,Sentence_count,Sentiment,News_type
59,Three die as bomb explodes in Thailand  ,"Three people died and four others were wounded after a bomb exploded on a roadside in Thailand’s troubled deep south  police said Tuesday. The seven state railway employees were on their way to fix a section of track in Songkhla Province, near the Malaysian border, which had been damaged in another bomb attack on Saturday. The latest bomb was hidden around 200 metres from the site of the earlier explosion. “We believe the bomb had been there since Saturday,” said police colonel Chartchai Chanasit, adding that no other explosive devices had been found. Related News  FCDA revokes Ghana, Malaysia, Thailand diplomatic plots  Bomb explosion kills two peacekeepers in Mali  Bomb explodes on Niger NSCDC vehicle, kills four officers, 10 civilians A low-level conflict has simmered in Thailand’s south since 2004, killing more than 7,000 people, as rebels in the Muslim-majority region battle for greater autonomy from the state. The area, heavily policed by Thai security forces, is culturally distinct from Buddhist-majority Thailand, which took control of the region over a century ago. The explosions come after one person died and more than two dozen were wounded last month when a car bomb went off outside police accommodation. AFP",6th December 2022,Agency Report,"""https://punchng.com/three-die-as-bomb-explodes-in-thailand/""",198,71,26,7,-0.23,Bad News
60,"  Controversy, protest trail teachers recruitment in Anambra&nbsp;  ","Some candidates who participated in the teachers’ recruitment exercise in Anambra State have protested their exclusion from the list of those finally selected. Two of the candidates who spoke to our correspondent in Awka  on Monday, on behalf of the aggrieved candidates, accused the state ministry of education and the Anambra State Universal Basic Education Board of failing to follow due process in the recruitment process and final selection. The state governor, Prof. Chukwuma Soludo, had on Friday, presented appointment letters to 5,000 teachers recently recruited in the state. The presentation took place at the International Conference Centre, Awka. Soludo said the exercise was a fulfilment of his campaign promises.  But while speaking to our correspondent on the matter, one of the candidates, who identified herself as Chioma Evelyn, from Njikoka Local Government Area of the state, said having scored 71.5 per cent as total aggregate, she was not selected while those who scored far below were chosen, wondering the criteria that were adopted in the final selection. The 31-year-old Evelyn lamented that her name which was initially on the original list was omitted from the final list without any tangible explanation, adding that some candidates who are close to some people in the corridors of power were chosen based on favouritism.  She said, “I did the documentation under ASUBEB and my name was the second on the original list with them, but when the list was finally submitted, they omitted my name. My aggregate score is 71.5 per cent, but to my surprise, people who scored 50 per cent were selected. “Majority of us who scored above 70 per cent have this same issue. Some of us scored 90 per cent, without being chosen, while people who scored 50 per cent were taken. Nobody is telling us why it is so and why our names were removed at the last minute.  “They never told us they will use any special criteria in the selection process, some of us were at the ICC during the inauguration of the teachers, and we approached the commissioner for education, but she only told us that the matter will be looked into. “I do not deserve to be omitted as people who scored far below were selected. I was documented, and my name appeared on the original list from the ministry of education, but what happened at the last minute, is something no one has explained.” Another candidate, who gave her name as Ijeoma Okeke, from Idemili North Local Government Area, accused the ASUBEB and the ministry of education of selecting people at random without following the cut-off criteria. Related News  Osun town kingmakers, princes disagree on protest  Senegal: Hundreds march to demand release of journalist  Controversy surrounds killing of 12 persons in Taraba Okeke said, “I scored 72 per cent in the interview and my overall aggregate score is 70.5 per cent, but I was not selected, I applied for Biology. My surprise is that those who scored far below made up the list. “My name was initially on the list, I did my documentation on November 15, but when they brought out the final list, I did not find my name there. I went to the office of ASUBEB, and the chairman told me that it was an omission, but a staff in that office, told me that those who did not have B.Ed or NCE were removed. “Initially, they did not tell us it must be B.Ed or NCE. They told us to apply and that on-the-job training will be given to successful applicants, but now, they have turned everything upside down. Our names were intentionally removed because they were selecting people at random after the interview without following the cut-off criteria. “I have gone to ASUBEB and I was told to report to my local government in Idemili North.” When contacted, the state Commissioner for Education, Prof. Ngozi Chuma-Udeh, insisted that due process was followed in the recruitment process, regretting that the protesters did not appreciate the governor’s magnanimity in recruiting 5,000 teachers at a stretch in this difficult time. “We have more than 40,000 persons, who applied for this job. After the recruitment exercises, we have as many as 8,000 candidates qualified and suitable in different subject areas. Meanwhile, we have limited spaces of 5,000 slots to fill. “What we did was that In the recruitment process, we allotted 40 per cent to merit, 20 per cent to LGAs of origin, and 10 per cent to educationally disadvantaged areas like Anambra East, Anambra West, Ayamelum, Ogbaru and others. We also allotted 20 per cent to core subject areas, and 10 per cent to technical subjects. “71 per cent or 72 per cent aggregates are good scores, but if the person is not favoured by any of the criteria above, he cannot get the job.  “For instance, if 200 slots are allocations for a local government based on merit, and if 210 persons got 80 per cent and above in a particular LGA, certainly, a candidate scoring 72 per cent cannot get the job. We cannot allow what belongs to another LGA to you from a different LGA because you score higher grades. “We cannot recruit somebody whose subject area is not relevant to our schools’ curriculum because he has a high aggregate in the exam. “Again, somebody from educationally disadvantaged areas like Ayamelum could be recruited with 50 per cent aggregate; but somebody from Awka South who has 72 per cent aggregates may not secure the job; based on certain considerations. We must understand these dynamics,” Chuma-Udeh added.",6th December 2022,Ikenna Obianeri,"""https://punchng.com/controversy-protest-trail-teachers-recruitment-in-anambra/""",929,125,60,43,-0.07,Bad News
61,  Tinubu’s conduct in Chatham House disgraceful -Atiku support group  ,"The Atiku Support Organisation has described as a colossal disgrace the conduct of the presidential candidate of the All Progressives Congress  Bola Tinubu, in Chatham House, London. ASO said watching Tinubu delegate questions directed at him to his party men at the conference room was proof that he has no atom of capacity to govern a country as Nigeria. The PUNCH had earlier reported that the former Lagos governor was in Chatham House on Monday to speak to Nigerians in the Diaspora on why he should be elected in 2023. As he was asked by the moderator to respond to some questions asked, Tinubu said he would assign some members of his entourage to do so. He assigned Governor Nasir El-Rufai of Kaduna State to speak on how his (Tinubu-led) government would address insecurity and asked the Director of Strategic Communication of the APC Presidential Campaign Council, Dele Aleke, to respond to the question on oil theft. Related News  Cleric justifies APC Muslim-Muslim presidential ticket  Tinubu takes campaign to UK, Atiku train storms Lagos  Why I snub debates - Tinubu In a statement by the support group, dated Monday, December 6, 2022, and signed by its National Publicity Secretary, Dr Victor Moses, it partly read, “The fact that Bola Tinubu couldn’t provide answers to basic questions, especially on how to improve bilateral ties in the area of defence with the United Kingdom, but called on El-Rufai, Gbajagbiamila, Betta Edu and co to rescue him shows that Nigeria may be in for a major calamity ahead. “In fact, the entire program by the APC at the Chatham House was a show of shame and an embarrassment to Nigeria. “It is now clear to all Nigerians why Tinubu dodged the AriseTVTownHall debate. His mental facilities have shown a complete mark of deterioration, and he can not face a one-on-one debate or conversation about his plans for Nigeria. A continuation of the APC government will be a major disaster for Nigeria. “As the 2023 election draws closer, we wish to call on Nigerians not to be deceived or misled by the APC to bring calamity upon the nation. We have had enough under President Mohammadu Buhari,” it added. The group further charged the electorate to support and vote for Peoples Democratic Party’s presidential candidate, Atiku Abubakar, who they said was an experienced politician, a seasoned administrator, a compassionate philanthropist and an accomplished businessman.",6th December 2022,Adekunle Sulaimon,"""https://punchng.com/tinubus-conduct-in-chatham-house-disgraceful-atiku-support-group/""",400,70,34,13,-0.09,Bad News
62,  Unemployment causing insecurity in Nasarawa - NNPP gov candidate  ,"The Nasarawa State governorship candidate of the New Nigeria Peoples Party  Abdullahi Maidoya, has said the state is facing issues of insecurity because most of its youths are jobless. He said if urgent steps were not taken to provide jobs for the youths, it could make the state completely unsafe for its residents and investors. Maidoya said this during a media dialogue held at the Nigeria Union of Journalists press centre in Lafia on Monday. He chided Governor Abdullahi Sule and the All Progressives Congress for failing to provide opportunities for the youths. The NNPP governorship candidate said in 2023, the state needed a change of leadership to experience rapid growth and development across its 13 Local Government Areas. He said, “Among the 36 states in the country, Nasarawa state has the highest number of unemployed youths and these are the people who mostly contribute to the insecurity we are experiencing in the state. “Having these large number of unemployed youths mean that we are sitting on a time bomb because they have to eat and solve other financial issues. Related News  PDP, LP members defect to APC in Nasarawa  Nasarawa govt employs 300 health workers  Police accused of disrupting PDP campaign in Nasarawa “If I am elected as governor in 2023, I will build industries where many of our youths will be gainfully employed.” Maidoya also said he would grant full autonomy to the local government areas if he is given the opportunity to govern the state. He explained that granting full autonomy to the LGAs would enable its chairmen to function effectively for development to thrive at the grassroots. “I will ensure that local governments have full autonomy so that they can execute projects that will have direct bearing on the lives of the people at the grassroots. “We are also going to give free education to our children from primary to secondary school level to enable them become better future leaders,” he added. Our correspondent reports that the NNPP governorship candidate was accompanied to the NUJ press centre by the Nasarawa state party chairman, Sidi Bako; the Director General of Maidoya Campaign Organisation, Barrister Innocent Lagi; among others.",6th December 2022,Collins Sunday,"""https://punchng.com/unemployment-causing-insecurity-in-nasarawa-nnpp-gov-candidate/""",361,84,48,13,-0.1,Bad News
63,"  Aviation security, safety our priority, says Buhari&nbsp;  ","The President  Major General  Muhammadu Buhari(retd.), has said Nigeria will continue to prioritise aviation security and safety as critical factors to grow the industry. Buhari also said Nigeria’s participation in the open sky agreements has attracted huge Investments into the aviation sector. The President stated this on Monday in Abuja at the 14th ICAO Air Services Negotiation event. “Nigeria continues to champion the cause of aviation safety, security and facilitation throughout the Continent with our ongoing support on the comprehensive regional implementation plan for Aviation Security and the Human Resources Development Fund plans” President Buhari who was represented by his Chief of Staff, Prof. Ibrahim Gambari further said Nigeria’s focus on leveraging public-private partnerships, is also yielding results. Related News  Buhari constructed road to Atiku’s hometown, says minister  Buhari says 2023 handover date certain  Buhari seeks improved security in ECOWAS region “Nigeria has adopted a Civil Aviation Policy cantered on liberalization and Public Private Partnership initiatives. This has resulted in significant growth of the industry, including huge investments in the Nation’s Airports which have increased our airports’ capacities and growth of the domestic airline industry,” he said. Also speaking at the event, the Minister of Aviation, Hadi Sirika, reiterated that the Nigerian aviation sector is still one of the fastest growing sectors and impacting new jobs. On his part,  the Director General, Nigerian Civil Aviation Authority, Capt. Musa Nuhu, said the ICAO events are a unique opportunity to share experiences. “Since the establishment of this unique global negotiation event by ICAO in 2008, ICAN events have provided participating States with a central congregating point to conduct bilateral, regional or multilateral air services negotiations that result in Air Services Agreements between Member States.” Nuhu also said it provides a global stage for networking opportunities for policymakers, regulators, service providers and other industry stakeholders.",6th December 2022,Lilian Ukagwu,"""https://punchng.com/aviation-security-safety-our-priority-says-buhari/""",302,67,39,13,-0.09,Bad News
64,"  NANS writes Akeredolu over ‘administration irregularities’, students neglect  ","The National Association of Nigeria Students (Joint Campus Council)  Ondo axis has written to the Ondo State governor, Rotimi Akeredolu, over the untold hardship faced by students in the state. The NANS JCC (Ondo) said students were being painfully marginalised, bitterly ignored and sidelined from governance and the dividends of good governance which has in turn invited untold hardship upon the students and severed the relationship between the students and the state government. In a statement dated Monday, December 6, 2022, addressed to the governor and signed by the chairman, Omotoso Surprise Oluwaferanmi, and co-signed by General secretary, Akinola Elijah Temitope; Public Relations Officer, Ogunjimi Tolulope James and other school chapter presidents, titled, ‘Open Letter To Governor Rotimi Akeredolu,’ it partly read, “The need for this open letter was borne out of the plight and sufferings of Nigerian students in Ondo State. Nigerian students in Ondo State have been painfully marginalised, bitterly ignored and sidelined from governance and the dividends of good governance which has in turn invited untold hardship upon the students. “The level of neglect the entire students community has received from the Akeredolu-led government is sardonic, shambolic and painful because we believe that Nigerian students deserve no such punishment from the present-day government of Ondo State. “The current administration of Gov. Rotimi Odunayo Akeredolu has created a huge gap between the students and the government due to total neglect of the students’ constituency.  “The inability of Ondo State Government to provide infrastructural development in the State tertiary institutions has totally severed the relationship between the students and the Governor, H.E Akeredolu Odunayo Rotimi. The students fear the Governor might have little passion for the future of the State and the country at large. “Over the years, the education budget of the state is at an all-time low as a result of lack of funding for the education sector. The level of insecurity of lives and properties of the students around the campus and its environs has been disheartening and at a high level. Nigerian students now study in fear amidst the rushed, packed education calendar due to the just suspended 8-month industrial strike of ASUU. Related News  Prosecute Owo attack suspects now, bishop tells govt  Nobody challenged my appointment in dad’s cabinet – Akeredolu  I won’t take over from my father – Akeredolu’s son “Ever since assumption into office, the government of the day has not deemed it fit to project quality tertiary education as the education budget has been lowered to an all-time minimum. This has led to the gradual decay of tertiary education in Ondo. “The only tertiary institution in the southern part of the State has been degraded to ruins and rot. Whilst Olusegun Agagu University of Science and Technology, Okitipupa, a State-owned institution has been dealing with issues ranging from the congestion of lecture rooms, no lecture theatre, no residential hostel, no sports facility, no electricity, the poor state of electricity amongst other issues which has engulfed the development of the institution,” the statement added. Addressing the benefits the student populace enjoyed in the past, the union leaders said their erstwhile leaders were fully employed by the government of the day and this help them solidify their interest in getting better in societal politics. The student leaders also mull the government’s inability to provide ‘Aluta Shuttles’ for their easy mobility, which they said has hindered prompt response to students’ distress calls both in towns and campuses by the leadership of the Unions.  “After exhausting the first  C (consultation) in the Aluta struggle which has now failed, we are currently on the second C (consolidation) and would not hesitate to execute the last C (confrontation) if there are no productive responses and our demands met which is the essence of this open letter to call the attention of the Governor to many irregularities going on and seek for a remedy,” they maintained. They further appeal to Akeredolu to come to the aid of Nigerian students and hear their cries and agonies.",6th December 2022,Adekunle Sulaimon,"""https://punchng.com/nans-writes-akeredolu-over-administration-irregularities-students-neglect/""",667,119,71,21,-0.07,Bad News
65,  Abia yet to show commitment to doctors’ salaries  ,"As the 21-day ultimatum given to the Abia State Government by medical doctors to pay Abia State University Teaching Hospital their salary arrears comes to an end  the government is yet to show any serious commitment to that course. In a communique issued at the End of an Emergency General Meeting of the Nigerian Medical Association, Abia State branch held at their Aba Zonal Secretariat, on Sunday, December 4, 2022, the doctors regretted the inability of the state government to honour that ultimatum. They noted that doctors working at ABSUTH and HMB are currently owed between 21 and 25 months and 13 months of salary arrears respectively. “The 21 days Ultimatum approved by the National Executive Council of NMA and given to the Abia govt on Nov 17, 2022, to clear the aforementioned salary arrears is currently in its 17th day. “That doctors working with ABSUTH and HMB are currently undergoing untold hardship. Related News  Abia women get law to inherit parents’ property  Abia APC gov candidate kicks off campaign  Abia APGA unveils gov campaign council Following their deliberation on the above-mentioned, the NMA Abia State in their resolution signed by Dr Abali Isaiah, the Chairman and Dr Daniel Ekeleme, the Secretary, condemned in strongest terms the non-payment of the Doctors in ABSUTH and HMB adding, “Our Ultimatum to the ABSG still stands and running”. They insisted on the payment of what is owed to Doctors as a condition to avert the impending strike. According to them, “failure to meet the above-mentioned demands on or before 8th of December 2022 would force all Doctors in Federal, State, and private sectors in Abia State to proceed on total and indefinite strike. “The ABSG should be held responsible for any medical mishap that may occur during the period of industrial disharmony.”",6th December 2022,Sunday Nwakanma,"""https://punchng.com/abia-yet-to-show-commitment-to-doctors-salaries/""",299,70,39,8,-0.1,Bad News
66,"  Buhari constructed road to Atiku’s hometown, says minister  ","The Minister of Information and Culture  Lai Mohammed, has warned presidential aspirants from downplaying the accomplishments of the regime of the President, Major General Muhammadu Buhari (retd.), during their campaigns ahead of the 2023 polls. He especially accused the presidential candidate of the Peoples Democratic Party, Atiku Abubakar, of doing so. Mohammed spoke at a press briefing on Monday in Abuja to discuss the administration’s scorecard in the area of the water sector. He said, “Let me use this opportunity to comment on the increasing tendency by some opposition presidential candidates to downplay the achievements of this administration, in their desperation for power, ahead of the 2023 elections. “The worst offender in this regard has been the presidential candidate of the PDP, former Vice President Atiku Abubakar. “During his recent campaign in Akure, the former VP was quoted as saying the All Progressives Congress had not done anything for Nigeria in eight years. “What a preposterous statement from somebody who should know. I guess we can excuse His Excellency the former Vice President, who, until recently, had fully relocated to Dubai, thus losing touch with Nigeria.” The minister said Atiku should not be the one criticising the present regime, claiming that there was no motorable road to his hometown until Buhari became the President. Related News  Aviation security, safety our priority, says Buhari   Buhari says 2023 handover date certain  Buhari seeks improved security in ECOWAS region He added, “If anyone would accuse the APC-led Federal Government of doing nothing, it should not be Atiku Abubakar. “Why? There was no motorable road to Atiku Abubakar’s hometown or to key local governments in Adamawa’s southern senatorial zone, which served as the state’s food basket and economic nerve centre during the PDP’s 16-year rule until President Muhammadu Buhari’s administration took office. “Today, the Mayo Belwa-Jada-Ganye-Toungo Road has been fully constructed, and it is the road that Alhaji Atiku uses to get to his hometown of Jada.” The minister also stated that before the Buhari regime, five local government areas in the former vice president’s state were under the control of Boko Haram terrorists. He added, “What about security? Before this administration came into office, all five local government areas in Adamawa’s northern senatorial district were effectively under the control of the Boko Haram terrorists. “All state institutions, the local government administration, the police, the judiciary, schools, hospitals, and markets—had been sacked. “Traditional rulers, including emirs and chiefs, had been displaced, with their palaces taken over by the terrorists as their headquarters. “The affected five local governments in the northern senatorial zone are: Madagali; Michika; Mubi North; Mubi.",6th December 2022,Solomon Odeniyi,"""https://punchng.com/buhari-constructed-road-to-atikus-hometown-says-minister/""",434,67,31,20,-0.08,Bad News
67,  Osun gov begins salary payment  ,"The Osun State Governor  Ademola Adeleke, has threatened to penalise any ministry, department or agency that fails to submit its salary schedule. According to a statement in Osogbo on Monday by the governor’s spokesman, Olawale Rasheed, the warning was sent in response to concerns that certain agencies were sticking to their timetables despite the governor’s instruction. Rasheed said salary payments have started, beginning with the Ministry of Justice. Related News  Adeleke begins salary payment, threatens to sanction MDAs  ‘437,354 uncollected PVCs can elect next Osun gov’  Firm creates access to salaries before payday The statement read in part, “Any ministry, department, or agency that fails to submit its salary schedule by today’s deadline will be sanctioned. Any agency head that obstructs the process of scheduling will face disciplinary procedures. “This warning is in response to reports that some agencies are still holding to their agency’s schedules despite the directive of His Excellency.  “Governor Ademola Adeleke had last week directed the immediate conclusion of documentation for the payment of salaries. This was a consequence of a report that about 45 agencies are yet to submit their payment schedule. Presently, the payment of salaries is ongoing, starting with the Ministry of Justice.",6th December 2022,Bola Bamigbola,"""https://punchng.com/osun-gov-begins-salary-payment/""",200,65,15,9,-0.25,Bad News
68,"  Tinubu takes campaign to UK, Atiku train storms Lagos  ","•Atiku appeals to Lagos voters •Tinubu accuses opponents of playing dirty politics The presidential candidate of All Progressives Congress in the 2023 general elections  Asiwaju Bola Tinubu, on Monday took his campaign to London, United Kingdom, where he revealed his plans to rebuild the nation’s economy, security and foreign policy if elected as president. This came as the presidential candidate of the opposition Peoples Democratic Party, Atiku Abubakar, stormed Lagos and urged Lagosians to change the APC government which he said had been dominated by one family. Tinubu, who spoke at the Chatham House in London, shared his thoughts during an addressed titled “Nigeria’s 2023 elections: Security, economic and foreign policy imperatives.” He said, “The challenges which have manifested themselves with regard to our national and regional development, as well as security trajectories, are very well-known to all of us here – radical extremist violence, terrorism, banditry, kidnapping, human trafficking, trafficking in weapons, trafficking in drugs, climate change and resource-driven conflicts.” Tinubu was accompanied to the lecture by the Speaker of the House of Representatives, Femi Gbajabiamila; Governors Nasir El-Rufai (Kaduna), Abdullahi Ganduje (Kano), Dapo Abiodun (Ogun), Babajide Sanwo-Olu (Lagos), Abubakar Bello (Niger), Ben Ayade (Cross Rivers),  Abubakar Badaru, (Jigawa), David Umahi (Ebonyi) as well as the former governor of Ekiti State, Dr. Kayode Fayemi, and ex-National Chairman of the APC, Adams Oshiomhole. Others were former deputy governor of Lagos State, Chief Femi Pedro; former Lagos State Commissioner for Information, Dele Alake; PCC Finance Director, Olawale Edun; Senator Tokunbo Abiru, Senator Musiliu Obanikoro, Senator Tokunbo Afikuyomi, former deputy governor of Ogun State, Chief Segun Adesegun, Hadiza Bala-Usman and a Lagos APC chieftain, Alhaji Mutiu Are. The APC candidate also reiterated his desire to consolidate the gains of the current administration, especially in the area of agriculture and infrastructure. Tinubu also expressed willingness to engage the private sector actively if he wins the February 25, 2023 presidential poll. He stated, “I guess my name is Bola Ahmed Tinubu and the current president is Muhammadu Buhari. There is nowhere in the constitution that says the current administration can’t be in continuity. This doesn’t mean removal from adaptation to my own developmental policies. I did it in Lagos. “The present administration has invested heavily in agriculture, providing loans and expanding the country’s total acreage of cultivated land. We will build on this, but our focus will be on using technology and expertise to accelerate growth and development by providing the critical infrastructure necessary to achieve the commodity transformations in the agriculture value chain.” He added, “Roads, rail, access to ports, and storage infrastructure are what we require to radically transform the agriculture sector and increase its value to the nation. Providing these will be the areas of our focus so that the full potential of our agro-economy can be achieved, and we can reap the benefits in jobs, improved economic opportunities and increased prosperity.” The former Lagos State governor also unveiled plans to fix the energy sector crisis. He said, “Fixing the perennial riddle of energy supply is another priority.  There is no version of the world where Nigeria’s ambitions for itself can be achieved without solving the problem of how to provide energy to homes and businesses across the country.  It is time to recognise that the centralised approach to energy policy and infrastructure is not an optimal arrangement and is unlikely to improve by mere tinkering around the sides. “The Federal Government as regulator and operator, and price fixer is a broken model and one that we fully intend to fix if elected.” El-Rufai speaks In a related development, Kaduna State governor, El-Rufai, spoke on how Tinubu presidency could tackle the perennial challenge of insecurity and shortage of manpower in the country. El-Rufai, who was delegated by Tinubu to react to a question raised on Nigeria’s security issue, expressed concerns that the problem goes beyond economic activities. He said, “Security has been a big issue in Nigeria in the last few years and that has affected not only real economics but agricultural production, commerce and everything else. The Bola Tinubu administration will address these challenges in at least three ways. “First, policing, Nigeria has about 300, 000 policemen for a population of over 200 million. We need at least twice that number. That will be achieved by amending the constitution so that policing can be at the federal, state and community level. “With an increased security footprint, there will be fewer criminal activities. The second step is to look at our armed forces and security architecture. Nigeria’s armed forces are not more than 200,000 in size including the Army, Navy and Air force while some countries are looking at a space military, we are struggling with just 200,000 members of the armed forces. “The numbers, equipment, skills and training of the armed forces will be scaled up, it will be increased rapidly to meet the asymmetric nature of the security challenges that we face. This is because today, the armed forces are not fighting with other countries. They are fighting with non-state actors and the doctrine, training and numbers must change. “In 1967, the total size of the Nigerian army was only 10,000 because of the civil war. Within a year, we ramped it up to 250,000 so it can be done and what we are facing in Nigeria today-banditry, terrorism and oil theft-requires a new approach. We will ensure that our country is not only internally safe but also not a threat to our neighbours. “Thirdly, the issue of proliferation of small arms following the collapse of Libya, which is by no means fault of ours, will have to be addressed through collaboration with countries like Mali, Niger, Sudan and Chad. This has already started but will be deepened under the leadership of a new security team under the Bola Tinubu administration.” Atiku arrives Lagos Meanwhile, the PDP presidential candidate, Atiku, urged Lagos residents to liberate themselves from the rule of a family government and replace it with the people’s government by voting for the party in the forthcoming elections. Related News  Police told me to avoid some Lagos bus-stops – Robbery victim  Cleric justifies APC Muslim-Muslim presidential ticket  Tinubu’s conduct in Chatham House disgraceful -Atiku support group The former vice president spoke on Monday during the PDP presidential campaign rally held at the Tafawa Balewa Square on Lagos Island. Atiku, who was present with his wife, Mrs Titi Abubakar, promised to restructure the country and empower youths with Small and Medium Enterprises if elected president. He said, “I want to give you a short history. This history is about 53 years ago, in 1969 when I first came to Lagos; there was only one Carter Bridge built by the Europeans. There was no Second Mainland Bridge, no Third Mainland Bridge, or the Tafawa Balewa Square. “It was the Federal Government that built the Second and Third Mainland Bridges and rebuilt the Carter Bride, Agege Motor Road, Ikorodu, and all the major roads connecting the island with the mainland. Now the APC government is claiming that they developed Lagos; they did not develop Lagos at all. They are lying to you. “Therefore, it is time for you the people of Lagos to liberate yourself from a family government to the people’s government, and that people’s government is going to be led by Jandor. “People of Lagos, it is high time you took your destiny into your own hands for your future, not for the future of one family. In the last 23 years, you have been governed by one family and it is your right and your duty to take over that governance and hand it over to yourselves that is what the PDP stands for. “On my own part, if you elect me as president, I promise by the grace of God, I am going to set aside $10bn so that we can empower our young men and women in SMEs. People were asking me where I was going to get that money. If I privatise Port Harcourt, Warri, and Kaduna refineries, I am going to get that money. “Let me also promise you, if you vote for the PDP government we will restructure this country. What do we mean by that? We will give your states and local governments more power and resources, so it is up to you to hold them responsible.” In his speech, the party’s vice presidential candidate, Ifeanyi Okowa, said, “Atiku is the only presidential candidate who is accepted in all the geopolitical zones of Nigeria. And the reason he is accepted is that he is a man that means well for this country. He is the only presidential candidate that has the experience to take us out of the troubles that we are in. “We want a Nigeria that works for everybody and we want a Lagos State that works for everybody. The Nigeria of today is not the Nigeria of our dreams and I urge all of you to vote for Atiku because he will restore the country’s lost glory.” Ayu confident On his part, the National Chairman of the party, Dr. Iyorchia Ayu, noted that the PDP would liberate and rescue Lagos State. He said, “We shall rescue Lagos from the hands of people who don’t want progress for Lagos people and Nigerians. Liberating Lagos is like liberating Nigeria because Lagos is an important part of Nigeria. “Lagos is the biggest city in the country with a population of about 25 million people which is more than most African countries and other countries in the world. It is a very rich state, a state where there should be no poverty. “In 1993, our leader Chief MKO Abiola said farewell to poverty was going to begin in Lagos. We have brought to you hope, we have brought you a man who is experienced, who knows Lagos, who knows Nigerians, who is leading the crusade to rescue Lagos, end poverty, and create jobs. With a president from the PDP, we shall make sure that it will be better for all of us.” Dogara welcomed During the rally, a former Speaker of the House of Representatives, Yakubu Dogara, was received into the party, after his defection from the ruling All Progressives Congress. “I want to assure the people of Lagos, that for us it is the unity, peace, and progress of this country that bother us and we have looked at all the tickets and we believe it is Atiku and Okowa who will deliver on the great promise of this nation,” he stated in his brief address. Also speaking at the event, the Chairman of the Presidential Campaign Council of the PDP and Governor of Akwa Ibom State, Emmanuel Udom, said, “In those days, the economy of Lagos State was more buoyant than those of West African countries all together. Today, if you enter Oregun, Ilupeju and Oba Akran, do you still have all those companies again? No. In the days of PDP, the economy was moving. “Lagos is where money is made, Abuja is where money is saved and the South-South is where money is produced. Under PDP, we will restore the economy of Nigeria. All those factories that have left Lagos today will all come back. In the Atiku Abubakar’s administration, the economy of Lagos will bounce back.” The Lagos State PDP governorship candidate, Olajide Adediran (popularly known as Jandor), who was present with his running mate, Funke Akindele, faulted the Lagos State government over the increased rate of unemployment since 2019. He said, “We need to recover Nigeria to rescue Lagos, and February 25th is the date we are going to do this. I won’t speak about their 23 years of hardship because that is there for everybody to see. But in 2019, when the current government took over power, poverty rate in Lagos State was 4.5 per cent; today it is 8.5 per cent. At that time unemployment rate was 14.6 per cent, today it is 37.6 per cent.  “Funke and I, for 20 years now have been contributing our own quota, employing people, paying salaries and today we can beat our chests and stand in front of everybody to say it is by our effort and the grace of God.” PDP govs speak Also present at the rally were the Governor of Taraba State, Darius Ishaku; the Governor of Edo State, Godwin Obaseki; the Governor of Bayelsa State, Douye Diri; the National Chairman of PDP; former Senate Presidents Dr Bukola Saraki and Anyim Pius Anyim; the Lagos State PDP Chairman, Philip Aivoji, and the state Chairman of the PDP Presidential Campaign Committee, Mr Adedeji Doherty, among others. However, it was observed that the former Deputy National Chairman of the PDP, Olabode George; the Oyo State governor, Seyi Makinde; the party’s Deputy National Chairman, Taofeek Arapaja; former Ekiti State governor, Ayo Fayose, among other leaders of the PDP Integrity Group led by the Rivers State Governor, Nyesom Wike, were absent from the rally.",6th December 2022,"Adebayo Folorunsho-Francis, Victor Ayeni, Segun Adewole and Damilola Aina","""https://punchng.com/tinubu-takes-campaign-to-uk-atiku-train-storms-lagos/""",2164,165,152,94,-0.01,Bad News
69,  Indonesia parliament approves ban on extra-marital sex  ,"Indonesia’s parliament on Tuesday approved legislation that would outlaw sex outside marriage in a move critics said was a huge setback to rights in the world’s most populous Muslim country. After the new criminal code was endorsed by all nine parties in a sweeping overhaul of the legal code  deputy house speaker Sufmi Dasco Ahmad banged the gavel to signal the text was approved and shouted “legal.”A revision of Indonesia’s criminal code, which stretches back to the Dutch colonial era, has been debated for decades. Rights groups had protested against the amendments, denouncing a crackdown on civil liberties and political freedoms, as well as a shift towards fundamentalism in Muslim-majority Indonesia, where secularism is enshrined in the constitution. “We have tried our best to accommodate the important issues and different opinions which were debated,” Yasonna Laoly, Minister of Law and Human Rights, told parliament. “However, it is time for us to make a historical decision on the penal code amendment and to leave the colonial criminal code we inherited behind.” Related News  Men, don’t let girls scatter your bright future A provision in the text, which still needs to be signed by the president, states the new criminal code will be applicable in three years. Some of the most controversial articles in the newly passed code criminalise extra-marital sex, as well as the cohabitation of unmarried couples. According to the text seen by AFP, illegal cohabitation will have a maximum sentence of six months imprisonment, and sex outside of marriage will be punished with one year in prison. AFP",6th December 2022,Agency Report,"""https://punchng.com/indonesia-parliament-approves-ban-on-extra-marital-sex/""",259,83,69,9,-0.05,Bad News
